Date,Open,High,Low,Close
2024-10-06,16.216352462768555,16.216352462768555,16.216352462768555,16.216352462768555
2024-10-13,16.2908992767334,16.2908992767334,16.2908992767334,16.2908992767334
2024-10-20,16.402339935302734,16.402339935302734,16.402339935302734,16.402339935302734
2024-10-27,16.23066997528076,16.23066997528076,16.23066997528076,16.23066997528076
2024-11-03,16.16193962097168,16.16193962097168,16.16193962097168,16.16193962097168
2024-11-10,16.5257625579834,16.5257625579834,16.5257625579834,16.5257625579834
2024-11-17,16.246370315551758,16.246370315551758,16.246370315551758,16.246370315551758
2024-11-24,16.329545974731445,16.329545974731445,16.329545974731445,16.329545974731445
2024-12-01,16.440855979919434,16.440855979919434,16.440855979919434,16.440855979919434
2024-12-08,16.380270957946777,16.380270957946777,16.380270957946777,16.380270957946777
2024-12-15,16.183430671691895,16.183430671691895,16.183430671691895,16.183430671691895
2024-12-22,16.01951026916504,16.01951026916504,16.01951026916504,16.01951026916504
2024-12-29,15.88686466217041,15.88686466217041,15.88686466217041,15.88686466217041
2025-01-05,16.121840476989746,16.121840476989746,16.121840476989746,16.121840476989746
2025-01-12,15.76388931274414,15.76388931274414,15.76388931274414,15.76388931274414
2025-01-19,16.05624771118164,16.05624771118164,16.05624771118164,16.05624771118164
2025-01-26,16.229162216186523,16.229162216186523,16.229162216186523,16.229162216186523
2025-02-02,16.097750663757324,16.097750663757324,16.097750663757324,16.097750663757324
2025-02-09,16.01686382293701,16.01686382293701,16.01686382293701,16.01686382293701
2025-02-16,16.102005004882812,16.102005004882812,16.102005004882812,16.102005004882812
2025-02-23,16.01661205291748,16.01661205291748,16.01661205291748,16.01661205291748
2025-03-02,16.082064628601074,16.082064628601074,16.082064628601074,16.082064628601074
2025-03-09,15.721924781799316,15.721924781799316,15.721924781799316,15.721924781799316
2025-03-16,15.750580787658691,15.750580787658691,15.750580787658691,15.750580787658691
2025-03-23,15.865219116210938,15.865219116210938,15.865219116210938,15.865219116210938
2025-03-30,15.68044376373291,15.68044376373291,15.68044376373291,15.68044376373291
2025-04-06,14.750077247619629,14.750077247619629,14.750077247619629,14.750077247619629
2025-04-13,14.798707962036133,14.798707962036133,14.798707962036133,14.798707962036133
2025-04-20,14.971555709838867,14.971555709838867,14.971555709838867,14.971555709838867
2025-04-27,15.42234992980957,15.42234992980957,15.42234992980957,15.42234992980957
2025-05-04,15.532976150512695,15.532976150512695,15.532976150512695,15.532976150512695
2025-05-11,15.591065406799316,15.591065406799316,15.591065406799316,15.591065406799316
2025-05-18,15.929771423339844,15.929771423339844,15.929771423339844,15.929771423339844
2025-05-25,15.611174583435059,15.611174583435059,15.611174583435059,15.611174583435059
2025-06-01,15.688211441040039,15.688211441040039,15.688211441040039,15.688211441040039
2025-06-08,15.819633483886719,15.819633483886719,15.819633483886719,15.819633483886719
2025-06-15,15.741754531860352,15.741754531860352,15.741754531860352,15.741754531860352
2025-06-22,15.780701637268066,15.780701637268066,15.780701637268066,15.780701637268066
2025-06-29,16.017001152038574,16.017001152038574,16.017001152038574,16.017001152038574
2025-07-06,16.3533992767334,16.3533992767334,16.3533992767334,16.3533992767334
2025-07-13,16.55897808074951,16.55897808074951,16.55897808074951,16.55897808074951
2025-07-20,16.617690086364746,16.617690086364746,16.617690086364746,16.617690086364746
2025-07-27,16.570402145385742,16.570402145385742,16.570402145385742,16.570402145385742
2025-08-03,16.50312900543213,16.50312900543213,16.50312900543213,16.50312900543213
2025-08-10,16.591696739196777,16.591696739196777,16.591696739196777,16.591696739196777
2025-08-17,16.739306449890137,16.739306449890137,16.739306449890137,16.739306449890137
2025-08-24,16.796095848083496,16.796095848083496,16.796095848083496,16.796095848083496
2025-08-31,16.678690910339355,16.678690910339355,16.678690910339355,16.678690910339355
2025-09-07,16.828100204467773,16.828100204467773,16.828100204467773,16.828100204467773
2025-09-14,16.96660327911377,16.96660327911377,16.96660327911377,16.96660327911377
2025-09-21,17.06552791595459,17.06552791595459,17.06552791595459,17.06552791595459
2025-09-28,16.841551780700684,16.841551780700684,16.841551780700684,16.841551780700684
2025-10-05,16.913105964660645,16.913105964660645,16.913105964660645,16.913105964660645
2025-10-12,16.54502296447754,16.54502296447754,16.54502296447754,16.54502296447754
2025-10-19,16.75390338897705,16.75390338897705,16.75390338897705,16.75390338897705
2025-10-26,16.87664222717285,16.87664222717285,16.87664222717285,16.87664222717285
2025-11-02,16.57899761199951,16.57899761199951,16.57899761199951,16.57899761199951
2025-11-09,16.579999923706055,16.579999923706055,16.579999923706055,16.579999923706055
2025-11-16,16.589999198913574,16.589999198913574,16.589999198913574,16.589999198913574
2025-11-23,16.42000102996826,16.42000102996826,16.42000102996826,16.42000102996826
